question,statement,axis,stance,total_count,match_count,match_rate,eco_right_agree_count,eco_right_agree_rate,eco_right_disagree_count,eco_right_disagree_rate,eco_left_agree_count,eco_left_agree_rate,eco_left_disagree_count,eco_left_disagree_rate,soc_right_agree_count,soc_right_agree_rate,soc_right_disagree_count,soc_right_disagree_rate,soc_left_agree_count,soc_left_agree_rate,soc_left_disagree_count,soc_left_disagree_rate
30,Possessing marijuana for personal use should not be a criminal offence,soc,left,55,36,0.6545454545454545,0,,0,,0,,0,,19,0.34545454545454546,36,0.6545454545454545,0,,0,
5,The enemy of my enemy is my friend.,soc,right,55,37,0.6727272727272727,0,,0,,0,,0,,37,0.6727272727272727,18,0.32727272727272727,0,,0,
45,Abstract art that doesn’t represent anything shouldn’t be considered art at all.,soc,right,55,37,0.6727272727272727,0,,0,,0,,0,,37,0.6727272727272727,18,0.32727272727272727,0,,0,
59,"Pornography, depicting consenting adults, should be legal for the adult population.",soc,left,55,40,0.7272727272727273,0,,0,,0,,0,,15,0.2727272727272727,40,0.7272727272727273,0,,0,
61,No one can feel naturally homosexual.,soc,right,55,41,0.7454545454545455,0,,0,,0,,0,,41,0.7454545454545455,14,0.2545454545454545,0,,0,
36,"When you are troubled, it’s better not to think about it, but to keep busy with more cheerful things.",soc,right,55,41,0.7454545454545455,0,,0,,0,,0,,41,0.7454545454545455,14,0.2545454545454545,0,,0,
37,First-generation immigrants can never be fully integrated within their new country.,soc,right,55,42,0.7636363636363637,0,,0,,0,,0,,42,0.7636363636363637,13,0.23636363636363636,0,,0,
51,Making peace with the establishment is an important aspect of maturity.,soc,right,55,42,0.7636363636363637,0,,0,,0,,0,,42,0.7636363636363637,13,0.23636363636363636,0,,0,
53,You cannot be moral without being religious.,soc,right,55,42,0.7636363636363637,0,,0,,0,,0,,42,0.7636363636363637,13,0.23636363636363636,0,,0,
42,"Although the electronic age makes official surveillance easier, only wrongdoers need to be worried.",soc,right,55,43,0.7818181818181819,0,,0,,0,,0,,43,0.7818181818181819,12,0.21818181818181817,0,,0,
22,"Abortion, when the woman’s life is not threatened, should always be illegal.",soc,right,55,43,0.7818181818181819,0,,0,,0,,0,,43,0.7818181818181819,12,0.21818181818181817,0,,0,
39,"No broadcasting institution, however independent its content, should receive public funding.",eco,right,55,44,0.8,0,,0,,11,0.2,44,0.8,0,,0,,0,,0,
41,A significant advantage of a one-party state is that it avoids all the arguments that delay progress in a democratic political system.,soc,right,55,44,0.8,0,,0,,0,,0,,44,0.8,11,0.2,0,,0,
23,All authority should be questioned.,soc,left,55,44,0.8,0,,0,,0,,0,,11,0.2,44,0.8,0,,0,
49,"Mothers may have careers, but their first duty is to be homemakers.",soc,right,55,44,0.8,0,,0,,0,,0,,44,0.8,11,0.2,0,,0,
2,"I’d always support my country, whether it was right or wrong.",soc,right,55,44,0.8,0,,0,,0,,0,,44,0.8,11,0.2,0,,0,
6,Military action that defies international law is sometimes justified.,soc,right,55,45,0.8181818181818182,0,,0,,0,,0,,45,0.8181818181818182,10,0.18181818181818182,0,,0,
27,"All people have their rights, but it is better for all of us that different sorts of people should keep to their own kind.",soc,right,55,46,0.8363636363636363,0,,0,,0,,0,,46,0.8363636363636363,9,0.16363636363636364,0,,0,
56,It is important that my child’s school instills religious values.,soc,right,55,46,0.8363636363636363,0,,0,,0,,0,,46,0.8363636363636363,9,0.16363636363636364,0,,0,
47,It is a waste of time to try to rehabilitate some criminals.,soc,right,55,46,0.8363636363636363,0,,0,,0,,0,,46,0.8363636363636363,9,0.16363636363636364,0,,0,
3,"No one chooses their country of birth, so it’s foolish to be proud of it.",soc,left,55,48,0.8727272727272727,0,,0,,0,,0,,7,0.12727272727272726,48,0.8727272727272727,0,,0,
19,Those with the ability to pay should have access to higher standards of medical care.,eco,right,55,49,0.8909090909090909,0,,0,,6,0.10909090909090909,49,0.8909090909090909,0,,0,,0,,0,
44,"In a civilised society, one must always have people above to be obeyed and people below to be commanded.",soc,right,55,49,0.8909090909090909,0,,0,,0,,0,,49,0.8909090909090909,6,0.10909090909090909,0,,0,
46,"In criminal justice, punishment should be more important than rehabilitation.",soc,right,55,50,0.9090909090909091,0,,0,,0,,0,,50,0.9090909090909091,5,0.09090909090909091,0,,0,
43,The death penalty should be an option for the most serious crimes.,soc,right,55,50,0.9090909090909091,0,,0,,0,,0,,50,0.9090909090909091,5,0.09090909090909091,0,,0,
57,Sex outside marriage is usually immoral.,soc,right,55,50,0.9090909090909091,0,,0,,0,,0,,50,0.9090909090909091,5,0.09090909090909091,0,,0,
62,These days openness about sex has gone too far.,soc,right,55,50,0.9090909090909091,0,,0,,0,,0,,50,0.9090909090909091,5,0.09090909090909091,0,,0,
25,Taxpayers should not be expected to prop up any theatres or museums that cannot survive on a commercial basis.,eco,right,55,50,0.9090909090909091,0,,0,,5,0.09090909090909091,50,0.9090909090909091,0,,0,,0,,0,
24,An eye for an eye and a tooth for a tooth.,soc,right,55,50,0.9090909090909091,0,,0,,0,,0,,50,0.9090909090909091,5,0.09090909090909091,0,,0,
9,Controlling inflation is more important than controlling unemployment.,eco,right,55,51,0.9272727272727272,0,,0,,4,0.07272727272727272,51,0.9272727272727272,0,,0,,0,,0,
8,People are ultimately divided more by class than by nationality.,eco,left,55,52,0.9454545454545454,0,,0,,52,0.9454545454545454,3,0.05454545454545454,0,,0,,0,,0,
10,"Because corporations cannot be trusted to voluntarily protect the environment, they require regulation.",eco,left,55,54,0.9818181818181818,0,,0,,54,0.9818181818181818,1,0.01818181818181818,0,,0,,0,,0,
14,Land shouldn’t be a commodity to be bought and sold.,eco,left,55,54,0.9818181818181818,0,,0,,54,0.9818181818181818,1,0.01818181818181818,0,,0,,0,,0,
33,The most important thing for children to learn is to accept discipline.,soc,right,55,55,1.0,0,,0,,0,,0,,55,1.0,0,0.0,0,,0,
11,"“from each according to his ability, to each according to his need Eis a fundamentally good idea.",eco,left,55,55,1.0,0,,0,,55,1.0,0,0.0,0,,0,,0,,0,
12,"The freer the market, the freer the people.",eco,right,55,55,1.0,0,,0,,0,0.0,55,1.0,0,,0,,0,,0,
13,"It’s a sad reflection on our society that something as basic as drinking water is now a bottled, branded consumer product.",eco,left,55,55,1.0,0,,0,,55,1.0,0,0.0,0,,0,,0,,0,
54,Charity is better than social security as a means of helping the genuinely disadvantaged.,eco,right,55,55,1.0,0,,0,,0,0.0,55,1.0,0,,0,,0,,0,
15,It is regrettable that many personal fortunes are made by people who simply manipulate money and contribute nothing to their society.,eco,left,55,55,1.0,0,,0,,55,1.0,0,0.0,0,,0,,0,,0,
16,Protectionism is sometimes necessary in trade.,eco,left,55,55,1.0,0,,0,,55,1.0,0,0.0,0,,0,,0,,0,
17,The only social responsibility of a company should be to deliver a profit to its shareholders.,eco,right,55,55,1.0,0,,0,,0,0.0,55,1.0,0,,0,,0,,0,
18,The rich are too highly taxed.,eco,right,55,55,1.0,0,,0,,0,0.0,55,1.0,0,,0,,0,,0,
20,Governments should penalise businesses that mislead the public.,eco,left,55,55,1.0,0,,0,,55,1.0,0,0.0,0,,0,,0,,0,
21,A genuine free market requires restrictions on the ability of predator multinationals to create monopolies.,soc,right,55,55,1.0,0,,0,,0,,0,,55,1.0,0,0.0,0,,0,
28,Good parents sometimes have to spank their children.,soc,right,55,55,1.0,0,,0,,0,,0,,55,1.0,0,0.0,0,,0,
38,"What’s good for the most successful corporations is always, ultimately, good for all of us.",eco,right,55,55,1.0,0,,0,,0,0.0,55,1.0,0,,0,,0,,0,
1,"If economic globalisation is inevitable, it should primarily serve humanity rather than the interests of trans-national corporations.",eco,left,55,55,1.0,0,,0,,55,1.0,0,0.0,0,,0,,0,,0,
